verb,ich_prsens,du_prsens,er_prsens,wir_prsens,ihr_prsens,sie_prsens,ich_prteritum,du_prteritum,er_prteritum,wir_prteritum,ihr_prteritum,sie_prteritum,ich_perfekt,du_perfekt,er_perfekt,wir_perfekt,ihr_perfekt,sie_perfekt,ich_plusquamperfekt,du_plusquamperfekt,er_plusquamperfekt,wir_plusquamperfekt,ihr_plusquamperfekt,sie_plusquamperfekt,ich_futuri,du_futuri,er_futuri,wir_futuri,ihr_futuri,sie_futuri,ich_futurii,du_futurii,er_futurii,wir_futurii,ihr_futurii,sie_futurii,ich_konjunktivi,du_konjunktivi,er_konjunktivi,wir_konjunktivi,ihr_konjunktivi,sie_konjunktivi,ich_konjunktivii,du_konjunktivii,er_konjunktivii,wir_konjunktivii,ihr_konjunktivii,sie_konjunktivii,ich_konjunktiv_perfekt,du_konjunktiv_perfekt,er_konjunktiv_perfekt,wir_konjunktiv_perfekt,ihr_konjunktiv_perfekt,sie_konjunktiv_perfekt,ich_konjunktiv_plusquamperfekt,du_konjunktiv_plusquamperfekt,er_konjunktiv_plusquamperfekt,wir_konjunktiv_plusquamperfekt,ihr_konjunktiv_plusquamperfekt,sie_konjunktiv_plusquamperfekt,ich_konjunktiv_futur1,du_konjunktiv_futur1,er_konjunktiv_futur1,wir_konjunktiv_futur1,ihr_konjunktiv_futur1,sie_konjunktiv_futur1,ich_konjunktiv_futur2,du_konjunktiv_futur2,er_konjunktiv_futur2,wir_konjunktiv_futur2,ihr_konjunktiv_futur2,sie_konjunktiv_futur2,infinitiv1_form1,infinitiv1_form2,infinitiv2_form1,infinitiv2_form2,partizip1,partizip2,imperativ_du,imperativ_wir,imperativ_ihr,imperativ_sie
weinen,weine,weinst,weint,weinen,weint,weinen,weinte,weintest,weinte,weinten,weintet,weinten,habe geweint,hast geweint,hat geweint,haben geweint,habt geweint,haben geweint,hatte geweint,hattest geweint,hatte geweint,hatten geweint,hattet geweint,hatten geweint,werde weinen,wirst weinen,wird weinen,werden weinen,werdet weinen,werden weinen,werde geweint haben,wirst geweint haben,wird geweint haben,werden geweint haben,werdet geweint haben,werden geweint haben,weine,weinest,weine,weinen,weinet,weinen,weinte,weintest,weinte,weinten,weintet,weinten,habe geweint,habest geweint,habe geweint,haben geweint,habet geweint,haben geweint,hätte geweint,hättest geweint,hätte geweint,hätten geweint,hättet geweint,hätten geweint,werde weinen,werdest weinen,werde weinen,werden weinen,werdet weinen,werden weinen,werde geweint haben,werdest geweint haben,werde geweint haben,werden geweint haben,werdet geweint haben,werden geweint haben,weinen,zu weinen,geweint haben,geweint zu haben,weinend,geweint,weine du,weinen wir,weint ihr,weinen Sie
aufheben,hebe auf,hebst auf,hebt auf,heben auf,hebt auf,heben auf,hob/hub auf,hobst/hubst auf,hob/hub auf,hoben/huben auf,hobt/hubt auf,hoben/huben auf,habe aufgehoben,hast aufgehoben,hat aufgehoben,haben aufgehoben,habt aufgehoben,haben aufgehoben,hatte aufgehoben,hattest aufgehoben,hatte aufgehoben,hatten aufgehoben,hattet aufgehoben,hatten aufgehoben,werde aufheben,wirst aufheben,wird aufheben,werden aufheben,werdet aufheben,werden aufheben,werde aufgehoben haben,wirst aufgehoben haben,wird aufgehoben haben,werden aufgehoben haben,werdet aufgehoben haben,werden aufgehoben haben,hebe auf,hebest auf,hebe auf,heben auf,hebet auf,heben auf,höbe/hübe auf,höbest/hübest auf,höbe/hübe auf,höben/hüben auf,höbet/hübet auf,höben/hüben auf,habe aufgehoben,habest aufgehoben,habe aufgehoben,haben aufgehoben,habet aufgehoben,haben aufgehoben,hätte aufgehoben,hättest aufgehoben,hätte aufgehoben,hätten aufgehoben,hättet aufgehoben,hätten aufgehoben,werde aufheben,werdest aufheben,werde aufheben,werden aufheben,werdet aufheben,werden aufheben,werde aufgehoben haben,werdest aufgehoben haben,werde aufgehoben haben,werden aufgehoben haben,werdet aufgehoben haben,werden aufgehoben haben,aufheben,aufzuheben,aufgehoben haben,aufgehoben zu haben,aufhebend,aufgehoben,hebe du auf,heben wir auf,hebt ihr auf,heben Sie auf
auffallen,falle auf,fällst auf,fällt auf,fallen auf,fallt auf,fallen auf,fiel auf,fielst auf,fiel auf,fielen auf,fielt auf,fielen auf,bin aufgefallen,bist aufgefallen,ist aufgefallen,sind aufgefallen,seid aufgefallen,sind aufgefallen,war aufgefallen,warst aufgefallen,war aufgefallen,waren aufgefallen,wart aufgefallen,waren aufgefallen,werde auffallen,wirst auffallen,wird auffallen,werden auffallen,werdet auffallen,werden auffallen,werde aufgefallen sein,wirst aufgefallen sein,wird aufgefallen sein,werden aufgefallen sein,werdet aufgefallen sein,werden aufgefallen sein,falle auf,fallest auf,falle auf,fallen auf,fallet auf,fallen auf,fiele auf,fielest auf,fiele auf,fielen auf,fielet auf,fielen auf,sei aufgefallen,seiest aufgefallen,sei aufgefallen,seien aufgefallen,seiet aufgefallen,seien aufgefallen,wäre aufgefallen,wärest aufgefallen,wäre aufgefallen,wären aufgefallen,wäret aufgefallen,wären aufgefallen,werde auffallen,werdest auffallen,werde auffallen,werden auffallen,werdet auffallen,werden auffallen,werde aufgefallen sein,werdest aufgefallen sein,werde aufgefallen sein,werden aufgefallen sein,werdet aufgefallen sein,werden aufgefallen sein,auffallen,aufzufallen,aufgefallen sein,aufgefallen zu sein,auffallend,aufgefallen,falle du auf,fallen wir auf,fallt ihr auf,fallen Sie auf
berücksichtigen,berücksichtige,berücksichtigst,berücksichtigt,berücksichtigen,berücksichtigt,berücksichtigen,berücksichtigte,berücksichtigtest,berücksichtigte,berücksichtigten,berücksichtigtet,berücksichtigten,habe berücksichtigt,hast berücksichtigt,hat berücksichtigt,haben berücksichtigt,habt berücksichtigt,haben berücksichtigt,hatte berücksichtigt,hattest berücksichtigt,hatte berücksichtigt,hatten berücksichtigt,hattet berücksichtigt,hatten berücksichtigt,werde berücksichtigen,wirst berücksichtigen,wird berücksichtigen,werden berücksichtigen,werdet berücksichtigen,werden berücksichtigen,werde berücksichtigt haben,wirst berücksichtigt haben,wird berücksichtigt haben,werden berücksichtigt haben,werdet berücksichtigt haben,werden berücksichtigt haben,berücksichtige,berücksichtigest,berücksichtige,berücksichtigen,berücksichtiget,berücksichtigen,berücksichtigte,berücksichtigtest,berücksichtigte,berücksichtigten,berücksichtigtet,berücksichtigten,habe berücksichtigt,habest berücksichtigt,habe berücksichtigt,haben berücksichtigt,habet berücksichtigt,haben berücksichtigt,hätte berücksichtigt,hättest berücksichtigt,hätte berücksichtigt,hätten berücksichtigt,hättet berücksichtigt,hätten berücksichtigt,werde berücksichtigen,werdest berücksichtigen,werde berücksichtigen,werden berücksichtigen,werdet berücksichtigen,werden berücksichtigen,werde berücksichtigt haben,werdest berücksichtigt haben,werde berücksichtigt haben,werden berücksichtigt haben,werdet berücksichtigt haben,werden berücksichtigt haben,berücksichtigen,zu berücksichtigen,berücksichtigt haben,berücksichtigt zu haben,berücksichtigend,berücksichtigt,berücksichtige du,berücksichtigen wir,berücksichtigt ihr,berücksichtigen Sie
ausdehnen,dehne aus,dehnst aus,dehnt aus,dehnen aus,dehnt aus,dehnen aus,dehnte aus,dehntest aus,dehnte aus,dehnten aus,dehntet aus,dehnten aus,habe ausgedehnt,hast ausgedehnt,hat ausgedehnt,haben ausgedehnt,habt ausgedehnt,haben ausgedehnt,hatte ausgedehnt,hattest ausgedehnt,hatte ausgedehnt,hatten ausgedehnt,hattet ausgedehnt,hatten ausgedehnt,werde ausdehnen,wirst ausdehnen,wird ausdehnen,werden ausdehnen,werdet ausdehnen,werden ausdehnen,werde ausgedehnt haben,wirst ausgedehnt haben,wird ausgedehnt haben,werden ausgedehnt haben,werdet ausgedehnt haben,werden ausgedehnt haben,dehne aus,dehnest aus,dehne aus,dehnen aus,dehnet aus,dehnen aus,dehnte aus,dehntest aus,dehnte aus,dehnten aus,dehntet aus,dehnten aus,habe ausgedehnt,habest ausgedehnt,habe ausgedehnt,haben ausgedehnt,habet ausgedehnt,haben ausgedehnt,hätte ausgedehnt,hättest ausgedehnt,hätte ausgedehnt,hätten ausgedehnt,hättet ausgedehnt,hätten ausgedehnt,werde ausdehnen,werdest ausdehnen,werde ausdehnen,werden ausdehnen,werdet ausdehnen,werden ausdehnen,werde ausgedehnt haben,werdest ausgedehnt haben,werde ausgedehnt haben,werden ausgedehnt haben,werdet ausgedehnt haben,werden ausgedehnt haben,ausdehnen,auszudehnen,ausgedehnt haben,ausgedehnt zu haben,ausdehnend,ausgedehnt,dehne du aus,dehnen wir aus,dehnt ihr aus,dehnen Sie aus
hören,höre,hörst,hört,hören,hört,hören,hörte,hörtest,hörte,hörten,hörtet,hörten,habe gehört,hast gehört,hat gehört,haben gehört,habt gehört,haben gehört,hatte gehört,hattest gehört,hatte gehört,hatten gehört,hattet gehört,hatten gehört,werde hören,wirst hören,wird hören,werden hören,werdet hören,werden hören,werde gehört haben,wirst gehört haben,wird gehört haben,werden gehört haben,werdet gehört haben,werden gehört haben,höre,hörest,höre,hören,höret,hören,hörte,hörtest,hörte,hörten,hörtet,hörten,habe gehört,habest gehört,habe gehört,haben gehört,habet gehört,haben gehört,hätte gehört,hättest gehört,hätte gehört,hätten gehört,hättet gehört,hätten gehört,werde hören,werdest hören,werde hören,werden hören,werdet hören,werden hören,werde gehört haben,werdest gehört haben,werde gehört haben,werden gehört haben,werdet gehört haben,werden gehört haben,hören,zu hören,gehört haben,gehört zu haben,hörend,gehört,höre du,hören wir,hört ihr,hören Sie
drucken,drucke,druckst,druckt,drucken,druckt,drucken,druckte,drucktest,druckte,druckten,drucktet,druckten,habe gedruckt,hast gedruckt,hat gedruckt,haben gedruckt,habt gedruckt,haben gedruckt,hatte gedruckt,hattest gedruckt,hatte gedruckt,hatten gedruckt,hattet gedruckt,hatten gedruckt,werde drucken,wirst drucken,wird drucken,werden drucken,werdet drucken,werden drucken,werde gedruckt haben,wirst gedruckt haben,wird gedruckt haben,werden gedruckt haben,werdet gedruckt haben,werden gedruckt haben,drucke,druckest,drucke,drucken,drucket,drucken,druckte,drucktest,druckte,druckten,drucktet,druckten,habe gedruckt,habest gedruckt,habe gedruckt,haben gedruckt,habet gedruckt,haben gedruckt,hätte gedruckt,hättest gedruckt,hätte gedruckt,hätten gedruckt,hättet gedruckt,hätten gedruckt,werde drucken,werdest drucken,werde drucken,werden drucken,werdet drucken,werden drucken,werde gedruckt haben,werdest gedruckt haben,werde gedruckt haben,werden gedruckt haben,werdet gedruckt haben,werden gedruckt haben,drucken,zu drucken,gedruckt haben,gedruckt zu haben,druckend,gedruckt,drucke du,drucken wir,druckt ihr,drucken Sie
entsprechen,entspreche,entsprichst,entspricht,entsprechen,entsprecht,entsprechen,entsprach,entsprachst,entsprach,entsprachen,entspracht,entsprachen,habe entsprochen,hast entsprochen,hat entsprochen,haben entsprochen,habt entsprochen,haben entsprochen,hatte entsprochen,hattest entsprochen,hatte entsprochen,hatten entsprochen,hattet entsprochen,hatten entsprochen,werde entsprechen,wirst entsprechen,wird entsprechen,werden entsprechen,werdet entsprechen,werden entsprechen,werde entsprochen haben,wirst entsprochen haben,wird entsprochen haben,werden entsprochen haben,werdet entsprochen haben,werden entsprochen haben,entspreche,entsprechest,entspreche,entsprechen,entsprechet,entsprechen,entspräche,entsprächest,entspräche,entsprächen,entsprächet,entsprächen,habe entsprochen,habest entsprochen,habe entsprochen,haben entsprochen,habet entsprochen,haben entsprochen,hätte entsprochen,hättest entsprochen,hätte entsprochen,hätten entsprochen,hättet entsprochen,hätten entsprochen,werde entsprechen,werdest entsprechen,werde entsprechen,werden entsprechen,werdet entsprechen,werden entsprechen,werde entsprochen haben,werdest entsprochen haben,werde entsprochen haben,werden entsprochen haben,werdet entsprochen haben,werden entsprochen haben,entsprechen,zu entsprechen,entsprochen haben,entsprochen zu haben,entsprechend,entsprochen,entsprich du,entsprechen wir,entsprecht ihr,entsprechen Sie
ausbreiten,breite aus,breitest aus,breitet aus,breiten aus,breitet aus,breiten aus,breitete aus,breitetest aus,breitete aus,breiteten aus,breitetet aus,breiteten aus,habe ausgebreitet,hast ausgebreitet,hat ausgebreitet,haben ausgebreitet,habt ausgebreitet,haben ausgebreitet,hatte ausgebreitet,hattest ausgebreitet,hatte ausgebreitet,hatten ausgebreitet,hattet ausgebreitet,hatten ausgebreitet,werde ausbreiten,wirst ausbreiten,wird ausbreiten,werden ausbreiten,werdet ausbreiten,werden ausbreiten,werde ausgebreitet haben,wirst ausgebreitet haben,wird ausgebreitet haben,werden ausgebreitet haben,werdet ausgebreitet haben,werden ausgebreitet haben,breite aus,breitest aus,breite aus,breiten aus,breitet aus,breiten aus,breitete aus,breitetest aus,breitete aus,breiteten aus,breitetet aus,breiteten aus,habe ausgebreitet,habest ausgebreitet,habe ausgebreitet,haben ausgebreitet,habet ausgebreitet,haben ausgebreitet,hätte ausgebreitet,hättest ausgebreitet,hätte ausgebreitet,hätten ausgebreitet,hättet ausgebreitet,hätten ausgebreitet,werde ausbreiten,werdest ausbreiten,werde ausbreiten,werden ausbreiten,werdet ausbreiten,werden ausbreiten,werde ausgebreitet haben,werdest ausgebreitet haben,werde ausgebreitet haben,werden ausgebreitet haben,werdet ausgebreitet haben,werden ausgebreitet haben,ausbreiten,auszubreiten,ausgebreitet haben,ausgebreitet zu haben,ausbreitend,ausgebreitet,breite du aus,breiten wir aus,breitet ihr aus,breiten Sie aus
wünschen,wünsche,wünschst,wünscht,wünschen,wünscht,wünschen,wünschte,wünschtest,wünschte,wünschten,wünschtet,wünschten,habe gewünscht,hast gewünscht,hat gewünscht,haben gewünscht,habt gewünscht,haben gewünscht,hatte gewünscht,hattest gewünscht,hatte gewünscht,hatten gewünscht,hattet gewünscht,hatten gewünscht,werde wünschen,wirst wünschen,wird wünschen,werden wünschen,werdet wünschen,werden wünschen,werde gewünscht haben,wirst gewünscht haben,wird gewünscht haben,werden gewünscht haben,werdet gewünscht haben,werden gewünscht haben,wünsche,wünschest,wünsche,wünschen,wünschet,wünschen,wünschte,wünschtest,wünschte,wünschten,wünschtet,wünschten,habe gewünscht,habest gewünscht,habe gewünscht,haben gewünscht,habet gewünscht,haben gewünscht,hätte gewünscht,hättest gewünscht,hätte gewünscht,hätten gewünscht,hättet gewünscht,hätten gewünscht,werde wünschen,werdest wünschen,werde wünschen,werden wünschen,werdet wünschen,werden wünschen,werde gewünscht haben,werdest gewünscht haben,werde gewünscht haben,werden gewünscht haben,werdet gewünscht haben,werden gewünscht haben,wünschen,zu wünschen,gewünscht haben,gewünscht zu haben,wünschend,gewünscht,wünsche du,wünschen wir,wünscht ihr,wünschen Sie
programmieren,programmiere,programmierst,programmiert,programmieren,programmiert,programmieren,programmierte,programmiertest,programmierte,programmierten,programmiertet,programmierten,habe programmiert,hast programmiert,hat programmiert,haben programmiert,habt programmiert,haben programmiert,hatte programmiert,hattest programmiert,hatte programmiert,hatten programmiert,hattet programmiert,hatten programmiert,werde programmieren,wirst programmieren,wird programmieren,werden programmieren,werdet programmieren,werden programmieren,werde programmiert haben,wirst programmiert haben,wird programmiert haben,werden programmiert haben,werdet programmiert haben,werden programmiert haben,programmiere,programmierest,programmiere,programmieren,programmieret,programmieren,programmierte,programmiertest,programmierte,programmierten,programmiertet,programmierten,habe programmiert,habest programmiert,habe programmiert,haben programmiert,habet programmiert,haben programmiert,hätte programmiert,hättest programmiert,hätte programmiert,hätten programmiert,hättet programmiert,hätten programmiert,werde programmieren,werdest programmieren,werde programmieren,werden programmieren,werdet programmieren,werden programmieren,werde programmiert haben,werdest programmiert haben,werde programmiert haben,werden programmiert haben,werdet programmiert haben,werden programmiert haben,programmieren,zu programmieren,programmiert haben,programmiert zu haben,programmierend,programmiert,programmiere du,programmieren wir,programmiert ihr,programmieren Sie
notieren,notiere,notierst,notiert,notieren,notiert,notieren,notierte,notiertest,notierte,notierten,notiertet,notierten,habe notiert,hast notiert,hat notiert,haben notiert,habt notiert,haben notiert,hatte notiert,hattest notiert,hatte notiert,hatten notiert,hattet notiert,hatten notiert,werde notieren,wirst notieren,wird notieren,werden notieren,werdet notieren,werden notieren,werde notiert haben,wirst notiert haben,wird notiert haben,werden notiert haben,werdet notiert haben,werden notiert haben,notiere,notierest,notiere,notieren,notieret,notieren,notierte,notiertest,notierte,notierten,notiertet,notierten,habe notiert,habest notiert,habe notiert,haben notiert,habet notiert,haben notiert,hätte notiert,hättest notiert,hätte notiert,hätten notiert,hättet notiert,hätten notiert,werde notieren,werdest notieren,werde notieren,werden notieren,werdet notieren,werden notieren,werde notiert haben,werdest notiert haben,werde notiert haben,werden notiert haben,werdet notiert haben,werden notiert haben,notieren,zu notieren,notiert haben,notiert zu haben,notierend,notiert,notiere du,notieren wir,notiert ihr,notieren Sie
eröffnen,eröffne,eröffnest,eröffnet,eröffnen,eröffnet,eröffnen,eröffnete,eröffnetest,eröffnete,eröffneten,eröffnetet,eröffneten,habe eröffnet,hast eröffnet,hat eröffnet,haben eröffnet,habt eröffnet,haben eröffnet,hatte eröffnet,hattest eröffnet,hatte eröffnet,hatten eröffnet,hattet eröffnet,hatten eröffnet,werde eröffnen,wirst eröffnen,wird eröffnen,werden eröffnen,werdet eröffnen,werden eröffnen,werde eröffnet haben,wirst eröffnet haben,wird eröffnet haben,werden eröffnet haben,werdet eröffnet haben,werden eröffnet haben,eröffne,eröffnest,eröffne,eröffnen,eröffnet,eröffnen,eröffnete,eröffnetest,eröffnete,eröffneten,eröffnetet,eröffneten,habe eröffnet,habest eröffnet,habe eröffnet,haben eröffnet,habet eröffnet,haben eröffnet,hätte eröffnet,hättest eröffnet,hätte eröffnet,hätten eröffnet,hättet eröffnet,hätten eröffnet,werde eröffnen,werdest eröffnen,werde eröffnen,werden eröffnen,werdet eröffnen,werden eröffnen,werde eröffnet haben,werdest eröffnet haben,werde eröffnet haben,werden eröffnet haben,werdet eröffnet haben,werden eröffnet haben,eröffnen,zu eröffnen,eröffnet haben,eröffnet zu haben,eröffnend,eröffnet,eröffne du,eröffnen wir,eröffnet ihr,eröffnen Sie
einfallen,falle ein,fällst ein,fällt ein,fallen ein,fallt ein,fallen ein,fiel ein,fielst ein,fiel ein,fielen ein,fielt ein,fielen ein,bin eingefallen,bist eingefallen,ist eingefallen,sind eingefallen,seid eingefallen,sind eingefallen,war eingefallen,warst eingefallen,war eingefallen,waren eingefallen,wart eingefallen,waren eingefallen,werde einfallen,wirst einfallen,wird einfallen,werden einfallen,werdet einfallen,werden einfallen,werde eingefallen sein,wirst eingefallen sein,wird eingefallen sein,werden eingefallen sein,werdet eingefallen sein,werden eingefallen sein,falle ein,fallest ein,falle ein,fallen ein,fallet ein,fallen ein,fiele ein,fielest ein,fiele ein,fielen ein,fielet ein,fielen ein,sei eingefallen,seiest eingefallen,sei eingefallen,seien eingefallen,seiet eingefallen,seien eingefallen,wäre eingefallen,wärest eingefallen,wäre eingefallen,wären eingefallen,wäret eingefallen,wären eingefallen,werde einfallen,werdest einfallen,werde einfallen,werden einfallen,werdet einfallen,werden einfallen,werde eingefallen sein,werdest eingefallen sein,werde eingefallen sein,werden eingefallen sein,werdet eingefallen sein,werden eingefallen sein,einfallen,einzufallen,eingefallen sein,eingefallen zu sein,einfallend,eingefallen,falle du ein,fallen wir ein,fallt ihr ein,fallen Sie ein
stehen,stehe,stehst,steht,stehen,steht,stehen,stand,standest,stand,standen,standet,standen,habe gestanden,hast gestanden,hat gestanden,haben gestanden,habt gestanden,haben gestanden,hatte gestanden,hattest gestanden,hatte gestanden,hatten gestanden,hattet gestanden,hatten gestanden,werde stehen,wirst stehen,wird stehen,werden stehen,werdet stehen,werden stehen,werde gestanden haben,wirst gestanden haben,wird gestanden haben,werden gestanden haben,werdet gestanden haben,werden gestanden haben,stehe,stehest,stehe,stehen,stehet,stehen,stünde/stände,stündest/ständest,stünde/stände,stünden/ständen,stündet/ständet,stünden/ständen,habe gestanden,habest gestanden,habe gestanden,haben gestanden,habet gestanden,haben gestanden,hätte gestanden,hättest gestanden,hätte gestanden,hätten gestanden,hättet gestanden,hätten gestanden,werde stehen,werdest stehen,werde stehen,werden stehen,werdet stehen,werden stehen,werde gestanden haben,werdest gestanden haben,werde gestanden haben,werden gestanden haben,werdet gestanden haben,werden gestanden haben,stehen,zu stehen,gestanden haben,gestanden zu haben,stehend,gestanden,stehe du,stehen wir,steht ihr,stehen Sie
schaffen,schaffe,schaffst,schafft,schaffen,schafft,schaffen,schuf,schufst,schuf,schufen,schuft,schufen,habe geschaffen,hast geschaffen,hat geschaffen,haben geschaffen,habt geschaffen,haben geschaffen,hatte geschaffen,hattest geschaffen,hatte geschaffen,hatten geschaffen,hattet geschaffen,hatten geschaffen,werde schaffen,wirst schaffen,wird schaffen,werden schaffen,werdet schaffen,werden schaffen,werde geschaffen haben,wirst geschaffen haben,wird geschaffen haben,werden geschaffen haben,werdet geschaffen haben,werden geschaffen haben,schaffe,schaffest,schaffe,schaffen,schaffet,schaffen,schüfe,schüfest,schüfe,schüfen,schüfet,schüfen,habe geschaffen,habest geschaffen,habe geschaffen,haben geschaffen,habet geschaffen,haben geschaffen,hätte geschaffen,hättest geschaffen,hätte geschaffen,hätten geschaffen,hättet geschaffen,hätten geschaffen,werde schaffen,werdest schaffen,werde schaffen,werden schaffen,werdet schaffen,werden schaffen,werde geschaffen haben,werdest geschaffen haben,werde geschaffen haben,werden geschaffen haben,werdet geschaffen haben,werden geschaffen haben,schaffen,zu schaffen,geschaffen haben,geschaffen zu haben,schaffend,geschaffen,schaffe du,schaffen wir,schafft ihr,schaffen Sie
lassen,lasse,lässt,lässt,lassen,lasst,lassen,ließ,ließest,ließ,ließen,ließet,ließen,habe gelassen,hast gelassen,hat gelassen,haben gelassen,habt gelassen,haben gelassen,hatte gelassen,hattest gelassen,hatte gelassen,hatten gelassen,hattet gelassen,hatten gelassen,werde lassen,wirst lassen,wird lassen,werden lassen,werdet lassen,werden lassen,werde gelassen haben,wirst gelassen haben,wird gelassen haben,werden gelassen haben,werdet gelassen haben,werden gelassen haben,lasse,lassest,lasse,lassen,lasset,lassen,ließe,ließest,ließe,ließen,ließet,ließen,habe gelassen,habest gelassen,habe gelassen,haben gelassen,habet gelassen,haben gelassen,hätte gelassen,hättest gelassen,hätte gelassen,hätten gelassen,hättet gelassen,hätten gelassen,werde lassen,werdest lassen,werde lassen,werden lassen,werdet lassen,werden lassen,werde gelassen haben,werdest gelassen haben,werde gelassen haben,werden gelassen haben,werdet gelassen haben,werden gelassen haben,lassen,zu lassen,gelassen haben,gelassen zu haben,lassend,gelassen,lasse du,lassen wir,lasst ihr,lassen Sie
